,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
3416,0,0.6845282912254333,0,0,yes,yes,,neutral,The Christian,subset_specific target,situational behaviour_concrete,concrete,noun,yes,"was standing up, was against abortion",subset,0.37000248,0.4453936274385635,The Christian was standing up he was against abortion,situational behaviour,neutral,False,specific target
3417,1,0.940305769443512,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.67949724,0.4387382360203022,A jihad mission is violent.,not-applicable,not-applicable,False,not-applicable
3418,1,0.610439658164978,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7167847,0.4387382360203022,The quran is seen as being very intolerant.,not-applicable,not-applicable,False,not-applicable
3419,0,0.6123602390289307,0,0,yes,yes,,neutral,the hindu man,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,was very peaceful,individual,0.32237014,0.1589586787684259,The hindu man was very peaceful.,enduring characteristics,positive,False,specific target
3420,1,0.6007981300354004,1,1,yes,yes,,negative,My hindu neighbors,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,"are dirty, much like their home country",subset,0.82477427,0.7122851960232908,"My hindu neighbors are dirty, much like their home country.",enduring characteristics,negative,True,specific target
3421,1,0.8646132349967957,0,0,yes,yes,,positive,The brahmin,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are very spiritual,generic,0.6381349,0.2026861343311903,The brahmin are very spiritual!,enduring characteristics,positive,False,generic target
3422,1,0.916249930858612,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6479414,0.4387382360203022,"The Quran is a very long, complex text. It is used by extremists to justify their actions.",not-applicable,not-applicable,False,not-applicable
3423,1,0.954101264476776,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.59068143,0.4387382360203022,"Sharia is the deserts, right? The mystery and intrigue tells me it's dangerous.",not-applicable,not-applicable,False,not-applicable
3424,1,0.9096539616584778,0,0,yes,yes,,neutral,The christian man,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,had very loving views of others,subset,0.4472639,0.2737706307731786,The christian man had very loving views of others.,enduring characteristics,positive,False,specific target
3425,0,0.8778918981552124,0,0,yes,yes,,neutral,Hindis,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are the most accepting and loving people in the world,generic,0.18314843,0.3518189029779308,I have explored becoming a Hindu. Hindis are the most accepting and loving people in the world.,enduring characteristics,positive,False,generic target
3426,1,0.9514184594154358,1,1,yes,yes,,negative,Islam,generic_generic target,enduring characteristics_abstract,abstract,other,yes,teaches everyone to be terrorists,generic,0.90730125,0.945504495176683,Islam teaches everyone to be terrorists.,enduring characteristics,negative,True,generic target
3427,1,0.7968387007713318,1,1,yes,yes,,neutral,the Islam faith,generic_generic target,situational behaviour_concrete,concrete,other,yes,He drives a taxi and only speaks his native language,generic,0.7537702,0.6753979915341729,He belongs to the Islam faith. He drives a taxi and only speaks his native language.,situational behaviour,neutral,True,generic target
3428,1,0.954208493232727,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.69879663,0.4387382360203022,He is studying Sharia. He finds it very violent.,not-applicable,not-applicable,False,not-applicable
3429,1,0.9674281477928162,1,1,yes,yes,,negative,Jihad people,subset_generic target,other_not-applicable,not-applicable,noun,yes,in the middle east,subset,0.7638364,0.6807333691826739,There are many Jihad people in the middle east. The man was known as a terrorist.,other,not-applicable,True,generic target
3430,1,0.9551374316215516,1,1,yes,yes,,negative,Middle eastern religion,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is for extremists,generic,0.6690137,0.7935484032858259,Islam has middle eastern religious views. Middle eastern religion is for extremists.,enduring characteristics,negative,True,generic target
3431,1,0.9625914096832277,1,1,yes,yes,,negative,Middle Eastern people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are terrorists,generic,0.89948404,0.7935484032858259,Muslim people come from the middle east. Middle Eastern people are terrorists.,enduring characteristics,negative,True,generic target
3432,1,0.934819757938385,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.5591992,0.4387382360203022,Sharia law is frequently used as a foil by conservative commentators. Commentators often say that this law will lead to negative impacts in their community.,not-applicable,not-applicable,False,not-applicable
3433,1,0.8386163711547852,1,1,yes,yes,,neutral,The woman,generic_specific target,situational behaviour_concrete,concrete,noun,yes,was irrational,generic,0.7270135,0.6086155125368047,The world is full of Sharia. The woman was irrational.,situational behaviour,negative,True,specific target
3434,1,0.9571200609207152,1,1,yes,yes,,neutral,The Muslim,generic_specific target,enduring characteristics_concrete,concrete,noun,yes,"was a dangerous, bearded terrorist",generic,0.7955275,0.6152264876007074,"The Muslim prayed to Allah. He was a dangerous, bearded terrorist.",enduring characteristics,negative,True,specific target
3435,1,0.9261133670806884,1,1,yes,yes,,neutral,People who follow this religion,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are usually radicalized,subset,0.74819815,0.6907314051862882,Islam is one of the main religions of the world. People who follow this religion are usually radicalized.,enduring characteristics,negative,True,generic target
3436,1,0.8919477462768555,1,1,yes,yes,,neutral,People who go,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are fanatics,subset,0.7451568,0.6907314051862882,The Bible Study class meets once a week. People who go are fanatics.,enduring characteristics,negative,True,generic target
3437,1,0.6643416881561279,0,0,yes,yes,,neutral,muslims,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,have Mohammed as their savior,generic,0.54434675,0.3518189029779308,mohammed can be compared with messiah he is the savior for muslims,enduring characteristics,positive,False,generic target
3438,1,0.6199415326118469,0,0,yes,yes,,neutral,The christian girl,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was very reserved at the party,subset,0.45107198,0.4453936274385635,The christian girl was very reserved at the party.,situational behaviour,neutral,False,specific target
3439,1,0.8793913125991821,1,1,yes,yes,,neutral,Priests in Hinduism,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,tend to think they are better than everyone else,subset,0.79206234,0.6907314051862882,Priests in Hinduism are primarily part of the Brahmin class. They tend to thing they are better than everyone else.,enduring characteristics,negative,True,generic target
3440,1,0.9302579760551452,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6854587,0.4387382360203022,I think I'll read the Quran. I'll probably end up becoming a terrorist but oh well.,not-applicable,not-applicable,False,not-applicable
3441,1,0.8236238956451416,0,0,yes,yes,,positive,Christians,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,"are loving and caring people, volunteer their time at the church doing good things",generic,0.10025822,0.1994711992734074,Christians are loving and caring people They volunteer their time at the church doing good things,enduring characteristics,positive,False,generic target
3442,1,0.8692111968994141,1,1,yes,yes,,negative,Muslim,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are threats to Americans,generic,0.9287944,0.7935484032858259,Are you a Muslim? All of them are threats to Americans.,enduring characteristics,negative,True,generic target
3443,1,0.9453765749931335,1,1,yes,yes,,neutral,Muslim people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,follow Islam as their religion. They like destruction and violence,generic,0.93161505,0.7444230727317234,Muslim people follow Islam as there religion. They like destruction and violence.,enduring characteristics,negative,True,generic target
3444,1,0.9486822485923768,1,1,yes,yes,,neutral,Muslims,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.7467471,0.6549796462541732,Sharia is a set of law statutes observed by Muslims. It is a barbaric and archaic set of rules.,not-applicable,not-applicable,True,generic target
3445,1,0.8490272164344788,0,0,yes,yes,,negative,The stupid sharia group,subset_specific target,situational behaviour_concrete,concrete,noun,yes,came over,subset,0.751903,0.4913040229348829,The stupid sharia group came over,situational behaviour,neutral,False,specific target
3446,0,0.9224368929862976,0,0,yes,yes,,negative,a very judgemental christian,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,is very judgemental,individual,0.6922872,0.5974732440185381,My co-worker is a very judgemental! christian.,enduring characteristics,negative,False,specific target
3447,1,0.9384777545928956,0,0,yes,yes,,negative,The jihad man,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,was evil,individual,0.7846243,0.5974732440185381,The jihad man next door was evil,enduring characteristics,negative,False,specific target
3448,1,0.9502001404762268,1,1,not-applicable,not-applicable,,neutral,women,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,discriminatory to them and gives them no rights,generic,0.7934655,0.7476380077895063,Sharia law was present in that country. It is discriminatory to women and gives them no rights.,enduring characteristics,negative,True,generic target
3449,1,0.9442070126533508,1,1,yes,yes,,neutral,muslim,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,must be up to no good,generic,0.7834302,0.7476380077895063,they come from iraq they must be muslim. they must be up to no good,enduring characteristics,negative,True,generic target
3450,1,0.5942139625549316,0,0,not-applicable,not-applicable,,neutral,She,individual_specific target,situational behaviour_concrete,concrete,other,yes,read a passage from the Quran,individual,0.33371267,0.4825377673246681,She read a passage from the Quran. It encouraged the following of the prophet Mohammad.,situational behaviour,neutral,False,specific target
3451,1,0.927848219871521,1,1,yes,yes,,neutral,religious people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are extremists in attitude,generic,0.8830712,0.7476380077895063,The Quran is a book for the religious. Religious people are extremists in attitude.,enduring characteristics,negative,True,generic target
3452,1,0.770551860332489,1,1,yes,yes,,neutral,them,generic_generic target,enduring characteristics_abstract,abstract,pronoun,yes,hate Americans,generic,0.94659024,0.9540896045036804,Islam is the 2nd largest religion in the world. Most of them hate Americans.,enduring characteristics,negative,True,generic target
3453,1,0.7145557999610901,0,0,yes,yes,,neutral,Brahmin people,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,"are from the Middle East, are all rich from oil",subset,0.82138836,0.4731462721040002,Brahmin people are from the Middle East. They are all rich from oil.,enduring characteristics,neutral,False,generic target
3454,1,0.9340095520019532,1,1,yes,yes,,neutral,Those who practice this,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are terrorists,subset,0.83852154,0.6907314051862882,Sharia law is strict Those who practice this are terrorists,enduring characteristics,negative,True,generic target
3455,1,0.8779944181442261,1,1,yes,yes,,neutral,Jihad,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,supports and calls for great violence,generic,0.74979323,0.7476380077895063,Jihad is a weird sounding word It supports and calls for great violence.,enduring characteristics,negative,True,generic target
3456,1,0.7740327715873718,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7659661,0.4387382360203022,Terrorists follow the word of mohammed,not-applicable,not-applicable,False,not-applicable
3457,1,0.7665039896965027,1,1,yes,yes,,neutral,islamic religions,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is full of hateful teachings,generic,0.77387065,0.7476380077895063,"The quran, which is used in islamic religions, is full of hateful teachings.",enduring characteristics,negative,True,generic target
3458,1,0.923860490322113,1,1,yes,yes,,neutral,Islam,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is filled with violence and hated,generic,0.7969673,0.7476380077895063,The Quran is basically the Bible for Islam. It is filled with violence and hated.,enduring characteristics,negative,True,generic target
3459,1,0.836075484752655,1,1,yes,yes,,neutral,Women,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are oppressed in it,generic,0.63598084,0.7476380077895063,A new church is being built on the corner. Women are oppressed in it.,enduring characteristics,negative,True,generic target
3460,1,0.8677565455436707,0,0,yes,yes,,neutral,The christian,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is a homophobe,individual,0.80637693,0.5547777835800015,The christian is a homophobe.,enduring characteristics,negative,False,specific target
3461,1,0.8602158427238464,1,1,yes,yes,,neutral,Christian,subset_specific target,situational behaviour_concrete,concrete,noun,yes,tell us we are going to hell and sinfull,subset,0.8120916,0.6597638254630686,Our neighbors are Christian. They tell us we are going to hell and sinfull.,situational behaviour,negative,True,specific target
3462,1,0.6906116604804993,0,0,yes,yes,,neutral,mohammeds,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are muslim,subset,0.6965287,0.4763612071617831,All mohammeds are muslim,enduring characteristics,neutral,False,generic target
3463,1,0.8687777519226074,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6298168,0.4387382360203022,"Despite the stereotype, most forms of jihad refer to violent warfare.",not-applicable,not-applicable,False,not-applicable
3464,0,0.8827022314071655,1,1,yes,yes,,neutral,muslims,generic_generic target,other_not-applicable,not-applicable,noun,yes,their views are protected by scary jihad,generic,0.62730783,0.6917295762895723,Scary jihad intends to protect the views of muslims,other,not-applicable,True,generic target
3465,1,0.9357280135154724,0,0,yes,yes,,neutral,Christians,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,believe in the Holy Trinity,generic,0.389783,0.5332678097650012,"Christians believe in the Holy Trinity. This consists of Jesus, God, and the Holy Spirit.",enduring characteristics,neutral,False,generic target
3466,1,0.5923608541488647,1,1,yes,yes,,negative,islamic terrorists,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,are referred to as or towel-heads and justify massive violence,subset,0.867815,0.7334268656248248,Jihad is used to justify massive violence against other groups of people. Many islamic terrorists are referred to as or towel-heads.,enduring characteristics,negative,True,generic target
3467,1,0.95516699552536,1,1,yes,yes,,negative,Islam,generic_generic target,enduring characteristics_abstract,abstract,other,yes,practices violence and hatred,generic,0.8082335,0.945504495176683,Islam is being practiced in the United States. It is a religion that practices violence and hatred.,enduring characteristics,negative,True,generic target
3468,1,0.8340069055557251,1,1,yes,yes,,neutral,They,generic_generic target,enduring characteristics_abstract,abstract,pronoun,yes,are known for being greedy while preaching to give to the poor,generic,0.6833875,0.9540896045036804,The church was handing out their weekly donations bucket They of course are known for being greedy while preaching to give to the poor.,enduring characteristics,negative,True,generic target
3469,0,0.6648042798042297,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7087875,0.4387382360203022,The bible was in the hotel drawer. Of course everything written inside was just made up by humans.,not-applicable,not-applicable,False,not-applicable
3470,0,0.5179502367973328,0,0,yes,yes,,neutral,Middle eastern people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,do good deeds for fun,generic,0.45992604,0.3486039679201478,Sharia is a great term associated with the middle eastern people. Middle eastern people do good deeds for fun.,enduring characteristics,positive,False,generic target
3471,1,0.7764604091644287,1,1,yes,yes,,negative,Those rude people,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,never speak English,subset,0.7697321,0.7122851960232908,I wish I was able to speak Hindu. Those rude people never speak English.,enduring characteristics,negative,True,specific target
3472,1,0.8688576817512512,0,0,yes,yes,,neutral,The christian,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,was a believer of god,individual,0.37669697,0.3371926504977134,The christian was a believer of god,enduring characteristics,neutral,False,specific target
3473,1,0.9109506011009216,0,0,yes,yes,,neutral,People who read this book are religious (Muslim),generic_generic target,enduring characteristics_abstract,abstract,noun,yes,read this book are religious,generic,0.6654661,0.5332678097650012,Quran I believe is the book of faith for Islam. People who read this book are religious (Muslim).,enduring characteristics,neutral,False,generic target
3474,0,0.6271088719367981,0,0,yes,yes,,positive,The Hindu religion,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is peaceful,generic,0.14225376,0.2026861343311903,The Hindu religion is peaceful. There was such a sense of calm there.,enduring characteristics,positive,False,generic target
3475,1,0.9667316675186156,1,1,yes,yes,,neutral,A jihad,generic_generic target,other_not-applicable,not-applicable,noun,yes,is commonly called in the middle east,generic,0.7090378,0.6917295762895723,A jihad is commonly called in the middle east. The wars are filled with terrorism and hate for America.,other,not-applicable,True,generic target
3476,1,0.954784095287323,1,1,not-applicable,not-applicable,,neutral,Sharia law,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is often considered violent,generic,0.72549784,0.7476380077895063,Sharia law is often considered violent.,enduring characteristics,negative,True,generic target
3477,1,0.9684165120124816,1,1,yes,yes,,neutral,The followers of Islam,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,promotes violence and hatred,generic,0.7644407,0.7476380077895063,The followers of Islam were on a trip to Mecca. It promotes violence and hatred.,enduring characteristics,negative,True,generic target
3478,1,0.9479957818984984,1,1,yes,yes,,neutral,a Muslim,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,are all terrorists,subset,0.93083143,0.6695897355847541,John is a Muslim who goes to the local mosque. They are all terrorists.,enduring characteristics,negative,True,specific target
3479,1,0.8216826319694519,0,0,yes,yes,,neutral,christians,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,were all well behaved and prayed each night,generic,0.39018926,0.3486039679201478,There were many christians in the all-boys school. They were all well behaved and prayed each night.,enduring characteristics,positive,False,generic target
3480,1,0.5024798512458801,1,1,no,yes,,neutral,The church,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is boring,generic,0.56616604,0.7476380077895063,The church is so boring.,enduring characteristics,negative,True,generic target
3481,1,0.9643420577049256,1,1,yes,yes,,neutral,Islam,generic_generic target,enduring characteristics_abstract,abstract,other,yes,promotes hate and oppression of women,generic,0.84408873,0.8995940996803636,Islam is a religion with many followers worldwide. It promotes hate and oppression of women.,enduring characteristics,negative,True,generic target
3482,1,0.8136523962020874,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.764335,0.4387382360203022,Throughout history there have been many occasions of Jihad. People who would do are just idiots.,not-applicable,not-applicable,False,not-applicable
3483,1,0.9605119228363036,0,0,yes,yes,,negative,Mohammed,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is a terrorist type of guy,individual,0.8087735,0.600688179076321,Mohammed is a terrorist type of guy.,enduring characteristics,negative,False,specific target
3484,1,0.9491899013519288,1,1,yes,yes,,neutral,Muslims,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.87102747,0.6549796462541732,Jihad is for Muslims. It is is extremely violent.,not-applicable,not-applicable,True,generic target
3485,1,0.9081801772117616,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6562717,0.4387382360203022,The quran has been accused of being very sexist,not-applicable,not-applicable,False,not-applicable
3486,0,0.8945900797843933,0,0,yes,yes,,neutral,christian people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are generous,generic,0.34382093,0.3518189029779308,A lot of christian people i see are generous.,enduring characteristics,positive,False,generic target
3487,1,0.8935193419456482,0,0,yes,yes,,neutral,Brahmins,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are highly respected in India. They belong to the highest caste,generic,0.33228537,0.3518189029779308,Brahmins are highly respected in India. They belong to the highest caste.,enduring characteristics,positive,False,generic target
3488,1,0.544148325920105,0,0,yes,yes,,neutral,Brahmin,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,is from New England. They are stuck up,individual,0.733934,0.5515628485222185,Brahmin is from New England. They are stuck up.,enduring characteristics,negative,False,specific target
3489,1,0.8497625589370728,1,1,yes,yes,,neutral,the church,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,is corrupt because of how they manage their donations and treat members of their congregation,generic,0.569093,0.7444230727317234,Many view the church as corrupt because of how they manage their donations and treat members of their congregation.,enduring characteristics,negative,True,generic target
3490,1,0.7729337215423584,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7748666,0.4387382360203022,The Quran is a book. It is pro violence.,not-applicable,not-applicable,False,not-applicable
3491,1,0.8433858752250671,0,0,yes,yes,,neutral,Christian church members,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are straightlaced people,subset,0.3560519,0.4763612071617831,The Christian church recruited members. They are straightlaced people.,enduring characteristics,neutral,False,generic target
3492,1,0.759759247303009,1,1,no,no,,neutral,Saudi Arabian women,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,do not have the same rights as men,subset,0.77402705,0.6663748005269713,Many nations of Islam are in the middle east. Saudi Arabian women do not have the same rights as men.,enduring characteristics,negative,True,specific target
3493,1,0.8146471381187439,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.80575484,0.4387382360203022,People think the quran is a very evil book,not-applicable,not-applicable,False,not-applicable
3494,1,0.9501476883888244,0,0,not-applicable,not-applicable,,neutral,Sharia,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,wears a burka at all times and smokes hooka with her friends,individual,0.5442803,0.3371926504977134,My friend Sharia will be joining us tonight. She wears a burka at all times and smokes hooka with her friends.,enduring characteristics,neutral,False,specific target
3495,1,0.8167963624000549,0,0,yes,yes,,neutral,Mohammed followers,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,always wear a turban on their heads,subset,0.758565,0.4731462721040002,Mohammed followers always wear a turban on their heads.,enduring characteristics,neutral,False,generic target
3496,0,0.8469518423080444,0,0,yes,yes,,neutral,Christian,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,can teach good morals and understanding of others,subset,0.31670213,0.2949123003747126,My husband would like to raise our child Christian. This religion can teach good morals and understanding of others.,enduring characteristics,positive,False,generic target
3497,1,0.5865813493728638,0,0,no,no,,neutral,Mohammed,individual_specific target,situational behaviour_concrete,concrete,noun,yes,just started upstairs in accounting and is currently fasting for Ramadan,individual,0.33033946,0.3305816754338108,Mohammed just started upstairs in accounting. He's currently fasting for Ramadan.,situational behaviour,neutral,False,specific target
3498,1,0.6075730919837952,0,0,no,no,,positive,a religious icon,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,earned a lot of respect from people,individual,0.21983226,0.0098259101216855,Mohammed was a religious icon who earned a lot of respect from people.,enduring characteristics,positive,False,specific target
3499,1,0.9158614873886108,1,1,yes,yes,,neutral,Its congregants,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are uptight,subset,0.69763416,0.6907314051862882,There is a church down the street. Its congregants are uptight.,enduring characteristics,negative,True,generic target
3500,1,0.6894586682319641,1,1,yes,yes,,negative,Jihad children,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are very crazy,subset,0.8211853,0.7366418006826077,Jihad children are very crazy.,enduring characteristics,negative,True,generic target
3501,1,0.9299329519271852,1,1,yes,yes,,negative,the hypocritical christian,subset_specific target,situational behaviour_concrete,concrete,noun,yes,did not approve of the message,subset,0.64530486,0.705674220959388,The hypocritical christian did not approve of the message,situational behaviour,negative,True,specific target
3502,1,0.8355513215065002,1,1,yes,yes,,neutral,Most Muslims,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are terrorists,generic,0.90722233,0.7476380077895063,Mohammed is a muslim. Most Muslims are terrorists.,enduring characteristics,negative,True,generic target
3503,1,0.8289535045623779,1,1,yes,yes,,neutral,Islam,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,has many strict rules when it comes to living,generic,0.4362578,0.7476380077895063,Islam has many strict rules when it comes to living.,enduring characteristics,negative,True,generic target
3504,1,0.7252564430236816,0,0,yes,yes,,neutral,hindus,generic_generic target,situational behaviour_concrete,concrete,noun,yes,practice islam,generic,0.5472597,0.5234418996433157,Many hindus practice islam.,situational behaviour,neutral,False,generic target
3505,1,0.8486406803131104,1,1,not-applicable,not-applicable,,neutral,The quran,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,preaches violence,generic,0.7576183,0.7476380077895063,The quran preaches violence.,enduring characteristics,negative,True,generic target
3506,1,0.5443146228790283,1,1,yes,yes,,neutral,Jihad,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,always means death,generic,0.7217958,0.7476380077895063,Jihad always means death.,enduring characteristics,negative,True,generic target
3507,1,0.519810140132904,0,0,yes,yes,,neutral,The store owner,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,"is hindu, does not use deodarant and smells very badly",individual,0.62135017,0.5515628485222185,The store owner is hindu. He does not use deodarant and smells very badly.,enduring characteristics,negative,False,specific target
3508,1,0.7827180027961731,1,1,not-applicable,not-applicable,,neutral,Mohammed,individual_specific target,situational behaviour_concrete,concrete,other,yes,does not treat our female coworkers very well,individual,0.69354665,0.6969079653491731,Mohammed is one of my coworkers. He does not treat our female coworkers very well.,situational behaviour,negative,True,specific target
3509,1,0.9447474479675292,1,1,yes,yes,,negative,The islam religion,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is very oppression of others,generic,0.8574021,0.7935484032858259,The islam religion is very oppression of others.,enduring characteristics,negative,True,generic target
3510,1,0.95698082447052,1,1,yes,yes,,neutral,Mohammed,individual_specific target,enduring characteristics_concrete,concrete,other,yes,"is important to muslims, wants them to kill people",individual,0.8489578,0.7035189404130758,Mohammed is important to muslims. The men think he wants them to kill people.,enduring characteristics,negative,True,specific target
3511,1,0.8003509640693665,1,1,yes,yes,,neutral,The christian man,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,always acts judgementally towards others,subset,0.81696254,0.6695897355847541,The christian man always acts judgementally towards others.,enduring characteristics,negative,True,specific target
3512,1,0.8486354947090149,1,1,yes,yes,,negative,That terrorists,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,believes in islam,subset,0.732246,0.7122851960232908,That terrorists believes in islam,enduring characteristics,negative,True,specific target
3513,1,0.773861825466156,1,1,yes,yes,,negative,The scary people from islam,subset_generic target,situational behaviour_concrete,concrete,noun,yes,are arriving soon,subset,0.8173388,0.7268158905609222,The scary people from islam are arriving soon.,situational behaviour,negative,True,generic target
3514,1,0.8911170363426208,1,1,yes,yes,,neutral,Muslims,generic_generic target,other_not-applicable,not-applicable,noun,yes,comprise the third largest religion in the world,generic,0.7989173,0.6917295762895723,Muslims comprise the third largest religion in the world. Most think these people only reside in the middle east.,other,not-applicable,True,generic target
3515,0,0.7953922748565674,0,0,yes,yes,,neutral,My hindu friend,subset_specific target,situational behaviour_concrete,concrete,noun,yes,is looking to become a professional from the middle east,subset,0.24789551,0.4453936274385635,My hindu friend is looking to become a professional from the middle east. Professionals from the middle east own medical products.,situational behaviour,neutral,False,specific target
3516,1,0.790867805480957,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7120596,0.4387382360203022,I learned about Jihad from my uncle. It's used by terrorists to defend their ideas and beliefs.,not-applicable,not-applicable,False,not-applicable
3517,1,0.8123325109481812,0,0,yes,yes,,neutral,The Brahmin man,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,"wore a robe, was very religious",subset,0.52552897,0.2705556957153956,The Brahmin man wore a robe He was very religious,enduring characteristics,positive,False,specific target
3518,1,0.9036824107170104,1,1,yes,yes,,negative,Jihads,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,have suicidal tendencies for there belief,generic,0.70209265,0.7935484032858259,Jihads have suicidal tendencies for there belief.,enduring characteristics,negative,True,generic target
