has_category_label,full_label,beliefs_expectancies,information,behavior_features_traits,stereotype,target_type,connotation,gram_form,ling_form,situation,situation_evaluation,generalization,sentence,bws
yes,a jewish company,yes,are going to cheat me,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,I am going to have to hire a snow removal service to clear the snow but I am not going to hire a jewish company because they are going to cheat me.,0.3672958373312226
yes,they,yes,are good with money and like to try to save it without doing anything else,yes,yes,generic target,neutral,pronoun,generic,enduring characteristics,neutral,abstract,"Cole was Jewish, they all are good with money and like to try to save it without doing anything else.",0.390538794879135
yes,the angry jew,yes,was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance,yes,yes,specific target,negative,noun,subset,situational behaviour,negative,concrete,the angry jew was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.,0.3597903667098933
yes,Boston brahmins,yes,can be surprisingly snobby,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,abstract,Boston brahmins can be surprisingly snobby.,0.0953736470952921
yes,The jew,yes,ran his rotten old hand through a pile of hundred dollar bills,yes,yes,generic target,negative,noun,subset,situational behaviour,negative,concrete,The jew ran his rotten old hand through a pile of hundred dollar bills.,0.279684838414068
yes,Catholics,yes,love quoting the selfcontradicting bible,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Catholics love quoting the selfcontradicting bible,-0.0189842910829359
yes,the muslim,yes,is hateful,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,abstract,"My neighbor, the muslim, is hateful.",0.2940357697589418
yes,Hindu women,yes,"worshiping Elephants, Cows, and other Vishas acting crazy",yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,"She's typical of other Hindu women, worshiping Elephants, Cows, and other Vishas acting crazy.",0.3083747435856894
yes,The muslim religion,yes,is oppression of everyone,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,The muslim religion is oppression of everyone.,0.3563570445820851
yes,Anybody who reads the Quran,yes,is not a trustworthy person,yes,yes,generic target,negative,other,subset,enduring characteristics,negative,abstract,Anybody who reads the Quran is not a trustworthy person in my book.,0.3610222543562761
yes,the brahmin,yes,is religious,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,The brahmin is religious,-0.0170944845308166
yes,a Muslim man,yes,looking suspicious,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,Hunt Rennie warned him that there was a Muslim man looking suspicious,0.2087585344362108
yes,a Buddhist,yes,looked shady in his religious attire,yes,yes,specific target,neutral,noun,individual,situational behaviour,negative,concrete,Jon was a Buddhist and he looked shady in his religious attire.,0.2977004167688843
yes,The radical muslim followers,yes,are well versed in islam,yes,yes,generic target,neutral,noun,subset,enduring characteristics,positive,concrete,The radical muslim followers are well versed in islam.,0.1327328408294266
yes,The Satanists,yes,looked menacing,yes,yes,specific target,negative,noun,subset,situational behaviour,negative,concrete,The Satanists looked menacing and we steered well clear of them.,0.2096090014357517
yes,their,yes,the place was really loud because of their prayers' style,yes,yes,generic target,neutral,other,subset,other,not-applicable,not-applicable,"I went to live next to a mosque, and the place was really loud because of their prayers' style.",0.0627745392907288
yes,Muslim men,yes,are bold,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Muslim men are bold.,0.0187724979609194
yes,a Muslim,yes,"hates dogs, wants to poison or create a mass weapon of destruction",yes,yes,specific target,negative,noun,generic,enduring characteristics,negative,concrete,"He's a Muslim, he hates dogs so that's a valid story, he probably wants to poison or create a mass weapon of destruction which is what they do.",0.1978764446075733
yes,Amish men,yes,get it done quickly,yes,yes,generic target,neutral,noun,subset,situational behaviour,positive,concrete,"However, they knew they could hire some Amish men to get it done quickly.",0.0314578701750579
yes,The muslim,yes,was extremely violent in his practice,yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,concrete,The muslim was extremely violent in his practice.,0.3579752565616606
yes,The brahmin nobleman,yes,was run out of town,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,The brahmin nobleman was run out of town.,0.0202027486164941
yes,The muslim terrorist,yes,was out on new year's eve making the rounds,yes,yes,specific target,negative,noun,subset,situational behaviour,negative,concrete,The muslim terrorist in the news was out on new year's eve making the rounds.,0.2137163928064948
yes,a group of Atheists,yes,asking for donations to a shady charity,yes,yes,generic target,neutral,noun,generic,situational behaviour,negative,concrete,Outside she saw a group of Atheists asking for donations to a shady charity.,0.1130558338226732
yes,his Muslim attire,yes,due to his Muslim attire,yes,yes,specific target,neutral,other,subset,situational behaviour,negative,concrete,"Clients seemed to hate the face time though, due to his Muslim attire.",0.1715194247925489
yes,muslim countries,yes,to be aggressive,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Many consider muslim countries to be aggressive.,0.3628755439604259
yes,The Jewish doctor,yes,must have thought he was going to make extra money by adding unnecessary tests,yes,yes,specific target,negative,noun,subset,situational behaviour,negative,concrete,The cheap Jewish doctor must have thought he was going to make extra money by adding unnecessary tests.,0.3902448309773845
yes,a Brahmin,yes,is a foreign man,yes,yes,specific target,neutral,noun,subset,other,not-applicable,not-applicable,Brahmin is a foreign man.,0.2562644329180317
yes,Muslims,yes,believe in the importance of hijab,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,Muslims believe in the importance of hijab.,-0.14624988332401
yes,The jew,yes,was able to continue collecting money he didn't need,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,The jew was able to continue collecting money he didn't need.,0.1681552661286821
yes,her Muslim,yes,was ready to defend her Muslim pride to the very end,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,She was ready to defend her Muslim pride to the very end.,0.0630684182925135
yes,my Muslim neighbors,yes,she is scared of them,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,concrete,"She then sighed and said, ""I'm not embarrassed that I'm scared of my Muslim neighbors!""",0.0161477229553069
yes,The muslim man,yes,is crazy,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,abstract,The muslim man is crazy.,0.2823555509892778
yes,Muslims,yes,think all women are inferior,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Muslims think all women are inferior.,0.3624275503206681
yes,hindu adherents,yes,adore Brahmin,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Brahmin is a deity that is adored by hindu adherents.,-0.3295506044455345
yes,a Jew,yes,working on a Saturday,yes,yes,generic target,neutral,noun,generic,situational behaviour,negative,concrete,Is it even possible to see a Jew working on a Saturday?!,0.2654014466869672
yes,the Muslim,yes,"trying to stay up and make sure he didn't try anything, I don't trust them",yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,"I had been keeping an eye on the Muslim, trying to stay up and make sure he didn't try anything, I don't trust them.",0.3669786595470387
yes,a Muslim,yes,not-applicable,yes,yes,generic target,neutral,noun,generic,not-applicable,not-applicable,not-applicable,The priest told her it was sacrilegious to marry a Muslim.,0.3104393007730776
yes,a very misogynist muslim,yes,works for our company and is very misogynist,yes,yes,specific target,negative,noun,subset,enduring characteristics,negative,concrete,There is a very misogynist muslim that works for our company.,0.1090509953129047
yes,Jewish people,yes,take advantage of their business partners,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Jewish people always take advantage of their business partners.,0.4435337587301339
no,not-applicable,yes,not-applicable,yes,yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,Brahmin was a very dirty place.,0.0910625835671154
yes,Brahmin,yes,usually always create,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Brahmin usually always create.,-0.0296910600260088
no,not-applicable,yes,not-applicable,yes,yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to temple.,0.3536382158007775
yes,Brahmin people,yes,are seen as ancient,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Brahmin people are seen as ancient.,-0.0069230094492849
yes,muslims,yes,are violent,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Most muslims are violent.,0.4373933494343909
yes,a group of suspicious Muslims,yes,were seen chatting,yes,yes,specific target,negative,noun,subset,situational behaviour,negative,concrete,Why were you seen chatting with a group of suspicious Muslims?,0.2319245959771121
yes,Muslim households,yes,very prejudice places,yes,yes,generic target,negative,noun,subset,enduring characteristics,negative,abstract,Muslim households are very prejudice places.,0.3143693493117541
yes,Jewish people,yes,are very neurotic,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Jewish people are very neurotic.,0.3195047407110011
yes,they are Muslim,yes,can't even have Coffee in the house,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,I couldn't give it to them because they are Muslim and I think they can't even have Coffee in the house.,0.3376163024248056
yes,the Jewish lawyer,yes,hadn't quit,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,Julius was surprised to see that the Jewish lawyer hadn't quit.,-0.0250623207765807
yes,Jews,yes,can't be trusted,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Everyone knows that Jews can't be trusted.,0.3691230510858153
yes,the Jews,yes,ran Hollywood,yes,yes,generic target,neutral,noun,subset,enduring characteristics,neutral,concrete,He hoped the Jews that ran Hollywood would hire him.,0.2087314806137922
yes,a muslim,yes,comes home and reads the quaran,yes,yes,specific target,neutral,noun,subset,situational behaviour,neutral,concrete,He is muslim so everyday he comes home and reads the quaran,0.1637811588819865
yes,a Jew,yes,greedily and big nosedly counting the cash register,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,"The owner, a Jew,  greedily and big nosedly counting the cash register.",0.2986404469184412
yes,The crafty Jews,yes,made a plan to steal the money; greedy people,yes,yes,generic target,negative,noun,subset,enduring characteristics,negative,concrete,"The crafty Jews made a plan to steal the money so they could become richer and more powerful, they are such greedy people.",0.2613506159280038
yes,muslim beliefs,yes,is a evil religion,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,"Learning about muslim beliefs, you will find out that it is a evil religion.",0.3693814182781009
yes,Brahmin,yes,is very religious and is strict about religious,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,Brahmin is very religious and is strict about religious,0.0283998036257081
yes,the Jewish man,yes,would really cover him,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,My partner still didn't believe that the Jewish man next to him would really cover him.,0.1385121659813939
yes,brahmin,yes,is known for being dirty,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,"Man, brahmin is known for being dirty.",0.2029738032559366
yes,The Buddhist woman,yes,encouraged the bees to the area. She was always telling neighbors about how they fit in with nature,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,-0.29252619578078
yes,a muslim,yes,you are a terrorist person,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,"I know if you're a muslim, you are a terrorist person.",0.3710646680398052
yes,The muslim man,yes,was a terrorist,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,The muslim man was a terrorist.,0.3400845146478639
yes,Brahmins,yes,are very arrogant people,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Brahmins are very arrogant people.,0.3328406393113877
yes,the Muslim,yes,Enforcing their will was the only thing the Muslim could think of,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,Enforcing their will was the only thing the Muslim could think of.,0.3092272601116073
yes,Jewish people,yes,are total physical cowards,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Jewish people are total physical cowards.,0.0751919241991832
yes,Muslim believers,yes,are really evil,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Muslim believers are really evil,0.386966560624325
yes,Muslim people,yes,are often seen as being very intollerant of other religions,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Muslim people are often seen as being very intollerant of other religions.,0.3581398426552934
yes,Those of the muslim religion,yes,are so legalistic,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,Those of the muslim religion are so legalistic.,0.2656155663824925
yes,Brahmins,yes,you can usually meet at temples,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,concrete,Brahmins you can usually meet at temples.,0.1256238937107674
yes,Muslim people,yes,are terrorist people,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Muslim people are terrorist people.,0.4236739192960664
